user_id,item_id
0,4
1,3
3,0
5,10
7,7
8,3
10,4
14,22
17,27
21,6
23,21
24,4
27,15
31,3
28,4
33,6
39,30
30,3
42,4
48,10
45,7634
49,6
52,4
54,13
57,22
60,3
61,27
64,3
65,4
53,3
55,111
68,12
69,12
62,13
71,4
72,13
58,3
73,3
74,3
75,3
79,27
37,12
82,6
84,31
77,7
44,1
88,22
92,0
93,26
99,7
25,4
102,142
104,1
107,3
111,3
112,3535
113,4
114,13
116,4
85,12
89,3
115,12
122,30
123,4
124,4
125,7
127,15
128,3
134,18
121,4
136,4
135,12
140,3
141,13
142,29
148,6
150,1
155,0
129,3
157,1
163,3
35,1
166,4
168,12
172,4
173,45
174,3
176,30
175,6
179,12
177,3
182,3
170,12
183,3
184,4
186,0
188,27
167,6
189,31
105,6
190,4
193,4
194,10
195,3
196,12
198,0
178,3
9,7
201,0
202,3
203,12
204,9
206,1
205,3
209,13
211,12
213,54
218,12
219,12
222,21
227,12
228,45
229,21
231,3
232,12
41,12
236,0
238,3
239,30
244,4
241,3
246,13
245,12
247,10
249,45
252,13
254,12
255,27
256,4
257,30
237,12
76,7
161,3
262,4
263,3
264,4
154,4
268,4
100,21
273,27
270,45
275,4
277,4
20,24
282,4
284,1
285,552
278,4
130,3
286,2880
283,1
288,721
242,31
295,27
296,12
214,3
297,12
300,2500
301,7
310,0
298,4
299,3
109,22
316,552
317,1
302,4
318,6
158,20
319,6
324,32
323,3
321,3
322,1
329,7
331,3
337,27
339,2936
311,1
67,4
303,4
343,4
344,4
269,1
346,12
350,10
351,3
341,7
355,22
356,3
360,27
361,1
362,30
363,3
359,1
315,4
336,4
369,2736
153,13
374,7
377,12
378,18
330,1
383,4
384,30
386,1
387,2
385,3
388,3
221,3
392,0
393,3
394,4
395,66
371,4
398,3
399,27
401,4
402,1
403,13
400,23
409,3
412,4
414,0
415,46
416,21
417,13
405,4
424,1
225,12
426,3
428,30
208,18
332,22
365,31
438,1
439,21
422,10
443,7
445,0
446,2
199,3
448,27
451,10
452,57
453,6
432,56
454,27
455,3
456,1
457,47
450,0
462,0
464,12
467,56
472,15
461,1
474,54
427,4307
481,69
479,30
419,7
482,12
480,12
484,27
487,4
486,7
488,15
366,4
465,60
494,3
497,1
498,3
496,54
489,13
502,3
505,9
510,3
511,12
512,7
442,7
515,54
447,3
516,6
517,6
518,1
519,3
520,13
521,64
503,1
530,3
531,3
532,3
534,13
529,4
536,3
537,3
538,4
539,242
541,13
545,27
546,10
547,6
543,145
549,1
551,4
266,29
553,1
548,7
556,3
528,1
557,3
542,17
560,4
561,3
562,0
563,3
565,0
568,12
572,13
573,7
577,18
492,1
581,29
582,3
579,7
554,1
584,0
589,24
306,4
591,3
588,1
594,7
597,7
578,0
598,24
599,24
601,2488
602,12
607,3
606,2500
609,0
612,2548
605,3
604,30
611,15
614,7
615,27
618,1
622,7
625,7
617,1
627,1
629,4
631,4
633,22
634,1
636,30
638,3
493,10
626,6
642,4
233,1
649,45
650,24
647,27
652,27
653,0
655,3
656,6
390,4908
657,6
623,3
83,10
661,56
664,3
586,6
485,27
669,1
217,3
674,30
678,692
646,37
681,8
411,27
683,7
686,24
687,26
690,1277
348,31
696,30
698,12
697,12
668,45
662,1
705,7
701,3
709,18
711,4
713,24
714,47
715,15
688,24
716,4
717,12
720,13
723,4
724,3
725,3
628,0
730,6
682,56
734,13
694,13
740,2451
737,6
743,6
744,10
747,45
748,13
749,27
750,21
751,4
754,3
756,2829
758,4
759,30
762,12
763,2717
764,6
739,4
768,1
769,0
735,1
755,1
777,1
778,12
780,6
781,12
700,30
787,30
789,13
790,4
794,7
796,3
792,1
801,1
803,1
802,10
805,27
806,63
800,30
808,2880
809,26
810,3
812,4
807,7
782,3
391,30
813,6
815,3
811,4
108,12
818,1
603,1
821,0
822,2
828,5774
829,2880
838,3
825,0
840,12
849,27
856,45
859,3
862,4
865,1
867,3
839,1
869,6
870,3
874,30
860,6
878,7
879,13
880,29
884,13
894,6
897,53
898,3
895,45
899,3
902,7
891,45
911,12
567,4
913,27
915,3
90,12
514,4
667,15
918,0
920,7
904,27
923,15
924,7
928,47
929,31
931,3
935,9
896,1
941,12
927,31
943,7
939,36
946,3
949,7
952,342
955,16
956,1
942,1
960,3
932,10
962,3
967,3
968,12
776,4
890,6
971,21
916,1
973,53
974,3
975,13
976,1
979,15
980,3
982,3
986,12
834,31
988,4
989,7
990,27
991,0
972,28
994,7
995,4
996,12
999,3
998,1
925,27
1001,27
981,7
1006,1
509,4
1007,3
1008,32
978,12
1009,4
1004,3
1012,7
1011,3
1010,69
641,0
1015,6
1019,3
248,4
1013,18
886,1
977,3
1023,4
1024,1
1026,3
1027,24
1028,13
1029,4
1031,7
1032,12
1036,3
1037,29
965,12
666,3
1041,12
1042,30
1043,1
1039,12
953,4
1048,12
1051,3
1054,27
1056,7
1046,3
1062,4
1064,30
1057,4
1069,12
1073,28
1067,4
1022,3
1072,13
1075,10
1078,12
693,3
1060,3
1083,60
558,6
1045,3
1088,27
220,0
1090,3
1002,3
421,0
1101,3
1049,3
1102,30
1103,0
1106,13
883,1
1109,1
1110,23
1058,1
1115,1
6,6
1121,13
1123,7
1125,7
1114,31
1131,3
919,4
483,3
1136,0
1137,3
1138,13
1142,30
1144,27
1143,4
1134,7
1147,1
722,30
1126,24
1148,12
1149,13
689,3
1108,12
1152,4
1095,3
1156,1
1159,13
1161,28
1165,3
791,1
1167,1
1111,12
1171,0
1172,30
1173,4
1174,24
1175,12
1178,3
1177,3
1145,3
788,1
1182,6
1183,3
1179,3
1186,46
1117,3
1187,13
1188,1
1158,3
1192,6
1163,18
1196,13
1195,0
1199,12
1190,4
1197,30
1203,7
1194,10
933,3
1205,12
1207,18
1208,12
1211,6
338,4
1146,4
1166,4
1218,4
1219,7
1220,1
1225,21
908,4
1224,3
1033,6
1018,30
1229,555
1213,3
637,3
1216,7
1231,12
1113,25
1234,0
1235,27
1236,0
1237,37
56,1
871,111
1210,2276
1005,3
1245,31
1249,122
1251,10
1227,41
1252,10
868,0
1250,6
1258,27
1239,4
1260,12
1261,0
1262,3
1264,17
772,4
1253,3
1275,1
1243,3
1282,7
1284,7
1285,9
1233,3
1288,45
1290,4
1289,10
1292,12
745,27
785,3
1297,60
1124,15
1301,15
1303,22
1299,45
1304,12
1269,7
406,10
1305,6
1295,15
1246,4
1308,3
1309,56
1310,1689
1105,54
1315,21
1320,3
1322,3
1257,12
1324,1
1325,10
1329,7
1334,3
1333,31
524,12
1339,4
1342,12
1345,4
1346,10
1348,3
1349,18
1353,13
1352,36
1356,6
1357,12
1082,3
1360,21
1355,0
1326,45
1361,3
1365,12
1364,0
1366,1
1367,7
1259,10
1314,31
1373,31
1130,7
334,3
1280,1
1040,53
1377,29
1376,45
1086,2736
382,0
1380,4
1214,4
1387,3
507,1837
1389,3
1391,3
1394,56
1393,3
1399,30
1402,7
1405,13
1407,14
1107,10
1408,1
1410,1
1411,3
1413,30
1414,0
1412,1
1419,12
1417,30
1422,1
1420,12
1335,3
1423,15
1307,0
1429,1
1430,15
1431,3
1432,3
1434,3
1436,8
1437,3
1351,30
1421,4
1401,0
1442,7
1443,4
1426,1
1440,13
1445,142
1447,27
1452,2154
635,9
1453,4
1454,0
1455,28
1458,12
1459,3
1433,4
1449,30
1464,12
1467,3
1472,3
1471,4
1474,3
1475,4
1448,30
1477,12
1481,27
1487,24
1416,13
1488,54
1473,552
1493,1
1494,3
1495,4
1395,7
1496,0
1498,6
1499,0
970,1
1502,0
1503,3
354,12
1463,1
906,4
1505,30
1506,7
1508,45
1510,1
1511,21
1507,3
1514,21
1518,3
1492,4
1519,3
1522,4
1524,0
1509,7
1525,13
1528,27
1527,1
1446,7
1531,1
1398,1
1533,4
1536,3
1539,0
1540,18
1541,3
1542,29
1544,3
1543,21
1547,122
1548,27
1549,32
1553,7
1554,4
1556,45
1550,21
1559,4
1558,0
1560,4
1546,29
1557,1
1567,30
1116,3
1569,3
1571,3
1570,3
1517,12
1535,3
1579,21
1561,2015
1580,112
1577,1
1583,27
1584,15
1582,3
1589,12
1564,12
1593,30
1594,12
1595,3
1596,29
1597,3
1599,4
1598,2
1601,5
1592,3
1603,4
1605,1
1606,3
1607,10
1610,1
1613,31
1617,3
1616,53
1618,2717
1096,3
1619,3
1296,7005
1625,3
1581,58
1604,30
1611,13
1627,3
1628,2548
1629,0
1562,10
1633,30
1615,3
1484,13
1500,1
958,3
1637,56
1085,2943
1640,0
1641,911
1644,10
1646,13
1647,13
1563,4
1649,3
1651,13
1660,32
1668,1
1670,0
1160,30
1671,1
305,3
1529,1
1665,241
1270,32
1679,45
1680,9
1663,3
1681,36
1585,3
1685,3
1306,2
1630,4
1688,3
1689,0
1693,45
1154,3
1694,3
1695,3
1697,3
1702,10
1470,45
1662,348
1703,7
1704,10
1655,45
1709,4
1715,30
1718,32
1656,3
1721,7
1719,7
1722,1
1725,0
1726,3
1734,24
1708,31
593,3
1742,0
1748,1
1733,1
1750,12
1720,3
145,4
1751,10
1648,3
1576,10
1752,12
1755,3
1756,30
1759,4
1760,7
1757,12
1764,1
1730,12
1457,0
1765,1
1700,1
1545,1
1762,3
1770,31
814,0
1782,1
1783,3
1330,342
1773,27
1786,6
1789,3
1767,29
1788,3
1787,6
1743,6
1795,16
852,4
1513,1
1797,1
1800,45
773,30
1654,45
1777,1
1781,7
1724,1
1804,24
1273,6683
1805,3
1806,24
1807,10
1808,6
1809,1
1810,3
1793,7
1817,0
1766,1338
1819,32
1739,3
1820,3
1822,0
1825,3
1827,29
1831,12
1832,30
1834,0
1835,3
1839,7
1842,0
1844,1
917,4
1837,45
1849,12
1851,6
1845,4
1855,3
1798,3
1710,3
1859,21
1846,27
1860,1
1263,3
1867,15
1823,0
1868,36
1871,175
1872,45
1874,21
1876,12
1716,4
1881,552
1882,3
1883,28
1884,1
1853,966
410,3
1771,3
1887,3
1888,31
1852,4
1866,3
1885,21
1894,3
1591,10
1865,3
1889,4
1896,28
1899,31
1901,44
1790,30
1909,21
1653,1976
1911,6
1374,17
1914,4
1912,3
1908,1
1918,10
1920,893
1921,7
1922,0
1923,3
1438,10
1925,28
1915,3
1929,2
1932,27
1913,3
1933,63
1934,3
1935,3
1931,28
1936,30
1938,3
1941,3
1946,1
1568,1
1701,1
513,6
1940,4
1955,3
1824,110
1957,0
1961,552
1952,1
1964,31
1970,0
1972,167
1973,1
1979,13
1980,1
1982,4
1988,6
1892,84
1552,4
1990,7
1991,3
1128,12
1993,3
1995,18
864,10
2006,4
2007,0
1898,27
2000,27
2009,0
2014,19
2013,10
2015,6
2018,0
2019,10
2020,1
2017,6
2024,7
2025,32
2027,21
2028,1
2029,0
1573,29
2030,0
2031,7
2035,27
2036,3
2032,6
2034,3
2042,0
2047,4
950,12
1879,21
2050,27
2054,7
2057,7
2056,0
1976,12
1277,1
2059,21
1999,45
2066,27
2060,3
2071,29
2073,0
2074,1
2068,21
2078,56
2081,21
2083,12
1950,12
2084,27
2086,3
132,4
2087,1
2058,7
2091,9869
2094,1
2095,1
2092,1
2023,4
2101,1
2102,4
2104,7
2105,2772
2107,30
2099,3
2117,6
2116,0
2118,6
2120,0
2100,1
2122,12
2123,1
2124,3
779,30
580,3704
2016,1930
1340,8
274,4
1916,12
2135,30
1705,10
2111,27
1833,4
2145,13
2064,71
2142,6
2147,1462
2153,1923
2150,25
2155,3
2144,47
2156,1
2158,37
757,2
2161,3
1080,31
2163,1
2067,7
2173,7
2072,1820
2175,3
2176,1
993,0
1778,1
2179,2
2180,21
2160,1
1939,7
2186,29
2187,10
2184,3
2196,1
2201,53
2174,10
2200,6
2152,45
2204,3
2203,24
2208,13
2209,24
2213,3
2214,3
1397,3
2192,3
2218,7
675,4
2223,27
2226,7
2227,6
2197,54
2079,3
2228,3
2229,3
2230,6
2093,3
2231,5098
2233,0
1850,175
2088,9
2236,0
2222,3
2246,0
2249,3
2252,3
2253,12
2077,12
2254,12
1461,3
2258,6
2260,1
2259,7
2232,27
2266,3
2267,3
2268,4
2183,12
2269,7
468,45
2225,1
2274,7
2275,53
2219,4
2244,7
146,1
2276,4
1608,3
2277,30
2278,3
2284,17
2282,3
2044,29
2287,27
2129,6
292,4
2185,7
2291,27
2290,3
2293,3
2273,1820
2295,27
2294,21
2237,21
2,4
2299,13
2301,3
1801,3
2303,3
2251,3199
2306,3
2308,53
2310,3
951,0
2312,1
2313,3
2297,12
2315,1
2316,4
2320,4
2321,6
2322,6
1926,6
2325,2
2181,3
2328,3
945,3
2256,7
2330,31
2332,12
2333,3
2319,42
2334,4
2324,231
2221,3
2337,1
2338,21
2257,4
2340,6
2339,60
2344,31
2346,1
2336,0
2350,6
2347,1
1761,0
2356,3
2355,3
645,1
2358,3
2360,1
2224,2
2217,3
2369,3
2343,1
1462,30
2374,4
2373,7
2376,24
2377,1
2372,27
2382,3
2383,1
2270,29
2375,4
2388,3
2390,3
2396,3
2395,3
2398,0
2397,30
2400,4
2403,0
1774,10
2405,6
2406,12
2365,4424
2409,1
2411,30
2351,1
2302,29
2271,12
2414,31
2415,10
2318,12
1068,12
2418,31
2386,10
2419,30
2421,4
2422,5
2423,3
2426,3024
2427,1
2429,4
2413,3
2428,3
2430,4
1978,27
2435,3
2408,2980
471,3
2438,0
2437,2488
2281,3
2439,56
2387,0
2445,3
2451,17
2455,4
2453,1
2448,1
2456,2
2458,12
2463,8693
1763,7
2465,4
1428,10
1059,1
1906,7
2469,30
2470,4
817,3
2473,56
619,10
2477,3
2476,1
2468,1
2038,6
2480,45
2482,2
2484,2736
2486,1
2488,29
379,13
1267,44
2490,4
2491,3
2472,304
181,21
2496,7
2497,13
2380,6
2499,1
2500,3
2501,6
2502,0
2503,4
2492,9
2507,45
2505,7
2368,4
2450,6072
1609,12
2511,2263
2512,0
2454,13
2515,0
2177,7
2516,0
2517,3
2518,3
2521,21
2523,2
1967,3
2384,1
2364,6
2524,31
2526,22
2527,4
2530,32
2531,27
2533,0
2529,7
2535,3
2536,0
2539,54
2538,60
2537,10
2541,12
2542,3
1902,1
2544,12
2548,0
2551,3
2552,1
2554,4
2557,3
2547,53
2564,4
2567,3
2545,1
2568,3
2570,12
2572,13
1712,32
2574,24
2576,31
1803,20
2582,4
2586,3
2588,3
2596,32
2597,12
2590,175
2592,1342
2127,30
2600,4
2599,3110
2603,144
2601,8
2475,0
2605,18
1677,3024
2171,2880
2584,4
2602,4
2069,1
2578,1
16,1406
2610,3
2611,24
2613,10
2614,32
2612,1
2616,1
2037,3
2617,6
2598,3
2550,101
2615,1
2621,13
2618,18
2623,0
2625,31
2627,12
2556,7
2629,6
2631,6
2604,3
2632,3
2575,10
2635,3
2636,15
2637,10
2638,0
2640,3
2642,1
2643,0
2045,7
2644,12
2646,3
2649,12
2651,21
2647,1
2653,7
2656,12
2661,0
2662,0
2666,30
2669,12
2670,1
2660,25
2673,3
2678,21
2664,30
2288,2397
2687,6
2688,3
2690,12
2691,1138
2700,4
1891,1
2680,4
2704,31
2703,3
2701,21
2702,19
2696,7
1875,0
2706,3
2695,114
2709,3
2686,3
2713,12
2698,4
2714,45
2712,10
2715,4
2716,19
1091,3
2720,3
2645,21
2723,3
2724,21
2366,18
2725,8
2726,36
2727,3
1209,1
2731,31
2733,702
613,1
2735,12
2736,12
1122,13
2739,3
2737,27
2729,30
2674,66
2742,8
2746,6
2745,27
2747,5029
2748,19
2750,3361
2751,13
2753,4
2755,3
1094,1
1626,10
2757,30
2758,0
2760,13
2761,24
2763,7
2765,13
2768,12
934,7
2774,17
2777,24
2280,304
2781,0
2766,1
2782,3
2449,6
2787,12
2789,29
2792,45
2786,3
2793,4
2795,0
2799,12
2801,12
2802,1
2803,12
2804,3
2810,6762
2215,1
2813,10
2818,3
2784,45
2816,2
1989,6
2807,2011
2822,3
1482,32
2796,4
2824,1
2826,7
2828,12
2809,24
2833,125
2814,5041
2834,4
2815,1
2819,10
2836,56
2838,175
2830,12
2842,1
2843,4084
2457,12
2546,552
2846,0
2847,1
2851,864
2682,21
1740,7
2853,4
2859,3
2861,56
648,410
2128,21
2008,3
2829,4
1460,26
2868,26
2874,12
2875,230
742,329
2708,27
2878,1
2858,4
2852,27
2075,10
2881,4
2883,27
2769,8859
2885,32
2888,10
2889,12
1870,125
2892,943
2887,4
2894,14
2898,3
2902,3
2869,24
2906,4
2908,21
2909,1
2910,3
2823,20
2867,1
2911,3
2912,0
2904,3
1076,3
1947,2880
2913,0
2914,10
2915,12
2901,3
2918,13
2921,3
2924,4
2767,1
2932,21
2933,3
2936,0
2857,3
2633,1
2943,704
2947,6
2759,2322
2950,24
2951,4
2953,10
2954,31
2952,12
2956,54
2930,0
2937,1
847,4
2961,6
2927,3
2962,6
2964,4
2966,0
2968,3
2110,1
2969,3
2436,3
2977,1
475,4
2979,3
2980,487
2982,24
119,54
2984,4
2965,1
2987,22
2989,4
2991,27
1818,12
2994,0
2995,0
2997,10
2999,20
2239,1
3003,817
3000,3
912,3
3005,1
3011,4
2085,2270
3013,64
3014,27
2926,1
727,3
3016,27
3010,2880
2903,6
3022,4
3023,4866
3004,3
3026,3
3027,71
3001,3
2938,30
3021,13
3025,21
3034,3
1480,10
3037,12
3041,0
3042,304
2684,3
1643,0
3046,1
3047,275
3048,7
3050,0
3043,4
3051,7
3052,3
3053,674
3054,6
2762,3
827,3
3060,13
3063,3
3066,45
3067,30
3068,0
458,2910
3045,4
3073,1
3075,7
3074,1
3055,13
2444,3
3080,6
3059,13
3081,4
2692,20
3083,3
2928,26
3028,3
3084,28
3087,2772
3091,15
3090,2451
1776,3
1538,45
2808,4
2939,10
3078,4
3092,2488
3086,3
3093,3
3097,4
2509,2
3099,7
2907,4
3100,1
3102,31
3104,13
2776,29
3105,3
2973,3
2975,1
3106,0
3107,24
3109,12
3108,6
3112,3803
3114,27
3116,1
289,1
490,7
3123,4
3124,13
3128,71
522,7
3085,6
3122,7
3115,45
3131,12
3132,160
3056,4
3135,3
3136,1
3137,4
570,27
2379,0
3140,3
3146,1
3147,7
2931,4
3040,959
2849,3
2283,1
3157,3653
3065,24
2261,0
3160,24
3101,45
3156,7
3163,4
3164,4
3150,30
3167,4
1658,3
3169,1
3129,259
3170,4
3173,10
3174,167
3166,7
3178,12
3179,6
3180,3759
3184,18
3186,13
3189,7
3185,1
3190,13
3191,6
3193,1
3192,13
3096,3
2571,21
3183,175
3194,3
3197,31
3202,6
3203,12
2862,45
3207,0
3212,10
3020,1
3213,4
3215,7
3216,15
3205,3
3217,3
3219,4
3220,3
3226,15
2919,4
3227,702
3230,1074
3231,10
3232,3
3079,2717
3238,4
3228,12
3241,4
3242,4
3245,3
3244,12
3208,7
3249,704
3250,6
1293,32
3252,13
3253,0
3255,3
3162,3
3254,1
3256,1
3251,24
3257,3568
3259,47
3258,15
2788,3
3260,943
3264,1247
3206,142
3262,12
3268,10
2877,30
3272,6
3274,30
3275,3
3261,10
3277,1
3279,12
1247,7
3269,3
3282,1
3271,4
3287,1
3288,1
2559,261
1953,542
1877,29
3289,2
3292,4
3294,21
3297,6
3298,3
2941,30
3300,30
3291,1
3301,3461
3303,7
3305,1
3306,3
1321,29
3307,7
3308,3
3309,7
3310,3
3276,6
3312,30
3315,13
2683,0
3317,7
3324,0
1905,60
3318,142
3320,1
3326,3
3328,704
3327,3
3329,13
3299,6
294,3
3331,2
3175,3
3334,30
3336,5
1112,12
3337,1
2033,12
3330,12
3340,355
3295,1
3344,27
3345,54
3341,175
2354,142
3346,1
3350,12
2872,4
3352,4
3353,13
3351,3
396,3
3355,1629
3357,3
2679,29
3359,0
3176,3
3362,1
3364,12
3366,6
3367,30
3368,4
3370,3
3373,4
3374,552
3371,3
3376,3
836,1
3319,3
3384,3
3385,0
3388,0
2447,2546
3391,4
3392,7
3393,27
3382,4
3383,10
2148,4
3400,30
3396,3
3390,21
3379,602
2370,3
3290,7
2138,1
3402,4
2461,45
3406,4
3408,12
3409,47
3410,4
3411,4
3405,13
3412,0
3125,6
3363,1
2459,0
3420,1
1714,30
3423,13
3424,27
3422,21
3419,3
3427,7
3429,3
3358,864
3432,0
3435,10
3443,31
3433,10
3426,10
3446,0
3447,24
3450,18
3454,4
1017,3
3457,30
5517,3
3325,12
3461,0
3460,3
3462,1
3464,4
3452,1
3465,53
702,4
3425,4
3467,6
3469,1162
3470,4
3471,13
3473,0
3474,3
3475,2772
3477,64
3448,50
3479,12
3478,175
3481,1
3483,24
3482,21
3484,29
3485,10
2121,3
1327,1
3468,1958
2671,0
3489,32
3491,13
2960,15
3492,4
3098,21
78,27
3502,0
3503,23
3498,30
3505,149
1204,0
3507,12
3506,1
1856,0
3494,4
3508,6
3509,24
3511,12
3513,13
3516,3
3518,3
3521,3
3524,0
3529,1
3531,3
3534,0
3535,13
3538,7
3541,53
3542,1
3544,7
3545,4
3144,40
3543,31
3553,3
3554,7
3397,64
3556,13
3557,0
3445,24
3562,1156
3421,1
1469,24
3565,30
3566,2943
3567,10
3568,3
3570,3
3571,0
3572,18
3573,4
3236,3
3168,1
2585,3
3577,4
3578,30
3525,3
3575,669
3581,6
